ef_id,region_code,confidence
ef_af738817,USA,0.7
ef_00a5ec94,USA,0.7
ef_071a8b5f,USA,0.7
ef_d0630ad3,USA,0.7
ef_47a00a48,USA,0.7
ef_bef64cde,USA,0.7
ef_ed1a24cc,USA,0.7
ef_12d71b44,USA,0.7
ef_f9881d49,USA,0.7
ef_f68991de,USA,0.7
ef_c2eac033,USA,0.7
ef_62b711db,USA,0.7
ef_0d5f5360,USA,0.7
ef_b906fcb3,USA,0.7
ef_b31c0ea0,USA,0.7
ef_52347b27,USA,0.7
ef_7a7ec2fc,USA,0.7
ef_5e37de41,USA,0.7
ef_065e2d60,USA,0.7
ef_229d6f3f,USA,0.7
ef_47741b46,USA,0.7
ef_255cceb1,USA,0.7
ef_f3429b6a,USA,0.7
ef_47f06bff,USA,0.7
ef_1e6421af,USA,0.7
ef_4ad162d4,USA,0.7
ef_fecb998b,USA,0.7
ef_982036b4,USA,0.7
ef_e1bd2d33,USA,0.7
ef_59441bf0,USA,0.7
ef_77b91aed,USA,0.7
ef_b7d194ca,USA,0.7
ef_3930bbdc,USA,0.7
ef_2461e195,USA,0.7
ef_cedff6bd,USA,0.7
ef_ae19e1e8,USA,0.7
ef_f73f4848,USA,0.7
ef_7039fb58,USA,0.7
ef_e1e9d582,USA,0.7
ef_d195b40f,USA,0.7
ef_7e50eba4,USA,0.7
ef_8fd22d3f,USA,0.7
ef_71c1ae80,USA,0.7
ef_9d82efa6,USA,0.7
ef_c96cbcf5,USA,0.7
ef_58e8101d,USA,0.7
ef_940562f0,USA,0.7
ef_6d461e2d,USA,0.7
ef_04912fb9,USA,0.7
ef_24c18bc2,USA,0.7
ef_48b4f49c,USA,0.7
ef_ee1d750b,USA,0.7
ef_f5125567,USA,0.7
ef_2e0f340e,USA,0.7
ef_9a9835b4,USA,0.7
ef_acde19d2,USA,0.7
ef_c0d62d8e,USA,0.7
ef_56d8d37d,USA,0.7
ef_f4fc3a86,USA,0.7
ef_be2f1222,USA,0.7
ef_72687471,USA,0.7
ef_5d8da2df,USA,0.7
ef_98295918,USA,0.7
ef_e058bdcb,USA,0.7
ef_bd2687ad,USA,0.7
ef_a2c1bc4f,USA,0.7
ef_9468c08b,USA,0.7
ef_80e38634,USA,0.7
ef_d3a87459,USA,0.7
ef_aed540b0,USA,0.7
ef_29a163ea,USA,0.7
ef_48b8d165,USA,0.7
ef_17df1cd3,USA,0.7
ef_d376a00f,USA,0.7
ef_71df76f4,USA,0.7
ef_83cfcce8,USA,0.7
ef_573708d0,USA,0.7
ef_f8c92c91,USA,0.7
ef_1f00554c,USA,0.7
ef_108b27fe,USA,0.7
ef_718dccf1,USA,0.7
ef_73ba89f8,USA,0.7
ef_9c846168,USA,0.7
ef_724bc369,USA,0.7
ef_d963596d,USA,0.7
ef_4e65c9ba,USA,0.7
ef_0019d0ed,USA,0.7
ef_e4070e95,USA,0.7
ef_6a4b29b8,USA,0.7
ef_8caf16ed,USA,0.7
ef_9dc4726b,USA,0.7
ef_80f2fe41,USA,0.7
ef_768519db,USA,0.7
ef_b7bc24b2,USA,0.7
ef_f5be6343,USA,0.7
ef_a33fab7b,USA,0.7
ef_f72fdc7e,USA,0.7
ef_6e16d513,USA,0.7
ef_a8998951,USA,0.7
ef_31eec026,USA,0.7
ef_6394eb4c,USA,0.7
ef_e53da633,USA,0.7
ef_c797cdf0,USA,0.7
ef_44255f8f,USA,0.7
ef_b0be5124,USA,0.7
ef_1b5df1de,USA,0.7
ef_124af64e,USA,0.7
ef_f4694d0d,USA,0.7
ef_dd3e21a0,USA,0.7
ef_383e0b67,USA,0.7
ef_13adf1df,USA,0.7
ef_d7cb6974,USA,0.7
ef_925a954a,USA,0.7
ef_a256d934,USA,0.7
ef_597e31ba,USA,0.7
ef_c481d356,USA,0.7
ef_aa9b0245,USA,0.7
ef_e2369291,USA,0.7
ef_2b892373,USA,0.7
ef_24c443cd,USA,0.7
ef_b09c5771,USA,0.7
ef_253be359,USA,0.7
ef_b3f54823,USA,0.7
ef_1a55abac,USA,0.7
ef_89e8f34b,USA,0.7
ef_ca3397e0,USA,0.7
ef_b23e612f,USA,0.7
ef_561f8dff,USA,0.7
ef_ea4368a0,USA,0.7
ef_0a36af44,USA,0.7
ef_a0a5ead9,USA,0.7
ef_67cb8926,USA,0.7
ef_5850bf44,USA,0.7
ef_cd31dd2b,USA,0.7
ef_ff5d6b7a,USA,0.7
ef_57873d35,USA,0.7
ef_d4732db0,USA,0.7
ef_d76d552f,USA,0.7
ef_db3f1051,USA,0.7
ef_2402630d,USA,0.7
ef_a4ce74d6,USA,0.7
ef_21f0d45e,USA,0.7
ef_28e3a2c6,USA,0.7
ef_e53a7eab,USA,0.7
ef_159affd8,USA,0.7
ef_05f7f543,USA,0.7
ef_1b150743,USA,0.7
ef_9ec9e0fa,USA,0.7
ef_65a51e9c,USA,0.7
ef_ea2ea56d,USA,0.7
ef_7f87b8c5,USA,0.7
ef_ca4586c8,USA,0.7
ef_46d7d071,USA,0.7
ef_5c04116e,USA,0.7
ef_feaa5f9a,USA,0.7
ef_0d72c837,USA,0.7
ef_b0d876b5,USA,0.7
ef_0de3cf5b,USA,0.7
ef_34007bdd,USA,0.7
ef_792f73e5,USA,0.7
ef_80d53724,USA,0.7
ef_1203da7a,USA,0.7
ef_e4c3e2b0,USA,0.7
ef_efbcc1c1,USA,0.7
ef_353864b3,USA,0.7
ef_c3e9897a,USA,0.7
ef_ff17a0e2,USA,0.7
ef_c3aa09e9,USA,0.7
ef_3dedced2,USA,0.7
ef_279a37c2,USA,0.7
ef_5e8f051c,USA,0.7
ef_d3499581,USA,0.7
ef_009c60c7,USA,0.7
ef_2bf911cb,USA,0.7
ef_93b284e7,USA,0.7
ef_da9f97d2,USA,0.7
ef_c3a1d135,USA,0.7
ef_27376415,USA,0.7
ef_0c82a734,USA,0.7
ef_25669859,USA,0.7
ef_4cd15b45,USA,0.7
ef_61045457,USA,0.7
ef_d584c663,USA,0.7
ef_1507bea4,USA,0.7
ef_a5a45e90,USA,0.7
ef_9907eff8,USA,0.7
ef_21d4f5d3,USA,0.7
ef_3f027beb,USA,0.7
ef_1afab97d,USA,0.7
ef_18e62f26,USA,0.7
ef_67c59dc5,USA,0.7
ef_2dafe72b,USA,0.7
ef_eae470a0,USA,0.7
ef_f62b259d,USA,0.7
ef_e2d30cf6,USA,0.7
ef_2f5d6836,USA,0.7
ef_c4e4dd03,USA,0.7
ef_5b7523fb,USA,0.7
ef_2c9e4787,USA,0.7
ef_27e215ab,USA,0.7
ef_5377f9ce,USA,0.7
ef_c58daf12,USA,0.7
ef_23b615dd,USA,0.7
ef_dcf5169a,USA,0.7
ef_19bae5dd,USA,0.7
ef_c8155f05,USA,0.7
ef_880c2bc1,USA,0.7
ef_acb80bf7,USA,0.7
ef_f49fdb81,USA,0.7
ef_ca07c1b0,USA,0.7
ef_60387712,USA,0.7
ef_f63d35fe,USA,0.7
ef_f543a694,USA,0.7
ef_05806b28,USA,0.7
ef_8259749f,USA,0.7
ef_c9b14789,USA,0.7
ef_cfd88143,USA,0.7
ef_f89e8f5b,USA,0.7
ef_be5e7f92,USA,0.7
ef_e419bea1,USA,0.7
ef_fa2f28ee,USA,0.7
ef_1f0a2c74,USA,0.7
ef_8519bde7,USA,0.7
ef_459c3dc7,USA,0.7
ef_7e196e71,USA,0.7
ef_49d80da4,USA,0.7
ef_4d379487,USA,0.7
ef_ee1c7cf2,USA,0.7
ef_112fcf7f,USA,0.7
ef_a0115be4,USA,0.7
ef_3dad1ccc,USA,0.7
ef_4531c8e9,USA,0.7
ef_a80caf85,USA,0.7
ef_ae32fe66,USA,0.7
ef_af12aa7b,USA,0.7
ef_7fd99f23,USA,0.7
ef_23019787,USA,0.7
ef_0b17adb4,USA,0.7
ef_ea05bd01,USA,0.7
ef_06e8557b,USA,0.7
ef_eb5a0142,USA,0.7
ef_12096da5,USA,0.7
ef_cb875c6c,USA,0.7
ef_099157c7,USA,0.7
ef_c0d82bb7,USA,0.7
ef_9e4ff7f0,USA,0.7
ef_a3798346,USA,0.7
ef_d0745fe2,USA,0.7
ef_4598163c,USA,0.7
ef_03b9474d,USA,0.7
ef_4615cf9c,USA,0.7
ef_f145e382,USA,0.7
ef_9fc0ad82,USA,0.7
ef_4cd31245,USA,0.7
ef_09df6b03,USA,0.7
ef_abf8cfab,USA,0.7
ef_97ff4c0d,USA,0.7
ef_7b670877,USA,0.7
ef_4846745d,USA,0.7
ef_7389f6ea,USA,0.7
ef_aa0e1c12,USA,0.7
ef_25820c44,USA,0.7
ef_9aa473f7,USA,0.7
ef_52d3cfcb,USA,0.7
ef_08ac1c9c,USA,0.7
ef_13b3ddc5,USA,0.7
ef_ca1d5bae,USA,0.7
ef_713b9021,USA,0.7
ef_65edcb14,USA,0.7
ef_63439b60,USA,0.7
ef_a048ab70,USA,0.7
ef_21ee99b9,USA,0.7
ef_37e44cc2,USA,0.7
ef_102218e1,USA,0.7
ef_ec48a2ec,USA,0.7
ef_f0259e09,USA,0.7
ef_a705f318,USA,0.7
ef_a6b7bc79,USA,0.7
ef_99ff9d1c,USA,0.7
ef_df615993,USA,0.7
ef_5a233075,USA,0.7
ef_eadb01ce,USA,0.7
ef_268119bb,USA,0.7
ef_271248ff,USA,0.7
ef_02096986,USA,0.7
ef_3030719d,USA,0.7
ef_5e61f772,USA,0.7
ef_c7b684e4,USA,0.7
ef_9c70105d,USA,0.7
ef_d9dcb800,USA,0.7
ef_696e1230,USA,0.7
ef_a2cea5ff,USA,0.7
ef_625de00a,USA,0.7
ef_f0269afb,USA,0.7
ef_c922ed4b,USA,0.7
ef_8a7bd424,USA,0.7
ef_aec41fbc,USA,0.7
ef_f72c0f93,USA,0.7
ef_a780793a,USA,0.7
ef_4ef21711,USA,0.7
ef_d033ee5a,USA,0.7
ef_be223c58,USA,0.7
ef_5b833f6f,USA,0.7
ef_480afe23,USA,0.7
ef_3f671e6a,USA,0.7
ef_d207f891,USA,0.7
ef_5d4c4f27,USA,0.7
ef_eb125ef1,USA,0.7
ef_0602871d,USA,0.7
ef_71630acc,USA,0.7
ef_54f1c862,USA,0.7
ef_fc6f7653,USA,0.7
ef_432cf8f4,USA,0.7
ef_8d6b38b6,USA,0.7
ef_c90fa372,USA,0.7
ef_942eea24,USA,0.7
ef_b1d4f0b9,USA,0.7
ef_1fc25572,USA,0.7
ef_b6b13e62,USA,0.7
ef_6f3fb76e,USA,0.7
ef_b258b7d4,USA,0.7
ef_6614e15c,USA,0.7
ef_624e7802,USA,0.7
ef_920536ec,USA,0.7
ef_6bbd0b5a,USA,0.7
ef_efcabebe,USA,0.7
ef_88b02403,USA,0.7
ef_267cb9a3,USA,0.7
ef_c884e7ff,USA,0.7
ef_16336aec,USA,0.7
ef_40973902,USA,0.7
ef_b2036982,USA,0.7
ef_b3d6333c,USA,0.7
ef_aba6a4a2,USA,0.7
ef_3836ce80,USA,0.7
ef_305128f2,USA,0.7
ef_eff9c353,USA,0.7
ef_9a6276a9,USA,0.7
ef_ac52597d,USA,0.7
ef_c6687c69,USA,0.7
ef_d2985988,USA,0.7
ef_12f0733d,USA,0.7
ef_41105796,USA,0.7
ef_17c4a4b3,USA,0.7
ef_9c3a9493,USA,0.7
ef_524b2a27,USA,0.7
ef_b647c76a,USA,0.7
ef_7bf5eac2,USA,0.7
ef_3b1b82f8,USA,0.7
ef_1738cd23,USA,0.7
ef_f1763033,USA,0.7
ef_88cbd6ab,USA,0.7
ef_1c97aebf,USA,0.7
ef_07c730a4,USA,0.7
ef_cbc0333d,USA,0.7
ef_ba4a799a,USA,0.7
ef_bbb03caf,USA,0.7
ef_450bb1a1,USA,0.7
ef_a989885c,USA,0.7
ef_0ebecaef,USA,0.7
ef_2850466f,USA,0.7
ef_29dab0d1,USA,0.7
ef_f2caa2d6,USA,0.7
ef_22ec3d03,USA,0.7
ef_7081d59c,USA,0.7
ef_02cb9e1e,USA,0.7
ef_8605530c,USA,0.7
ef_38ddf412,USA,0.7
ef_e6fb0a36,USA,0.7
ef_9bf7709e,USA,0.7
ef_462a9bb0,USA,0.7
ef_e35b5e3f,USA,0.7
ef_583f309c,USA,0.7
ef_fc8c123e,USA,0.7
ef_c1a9ad6c,USA,0.7
ef_5affa463,USA,0.7
ef_33e39726,USA,0.7
ef_fdf7aef2,USA,0.7
ef_3377275c,USA,0.7
ef_6caf70c2,USA,0.7
ef_22429f5c,USA,0.7
ef_5e3c7d07,USA,0.7
ef_d285e7af,USA,0.7
ef_0df2ac3d,USA,0.7
ef_72c4fc4b,USA,0.7
ef_2c1ee4e2,USA,0.7
ef_a98153e7,USA,0.7
ef_ebff26d4,USA,0.7
ef_68b7fa94,USA,0.7
ef_6f2b3d67,USA,0.7
ef_3d346dbb,USA,0.7
ef_5f772da5,USA,0.7
ef_bc293878,USA,0.7
ef_63434023,USA,0.7
ef_79134f3b,USA,0.7
ef_127c8bc6,USA,0.7
ef_6da0fec3,USA,0.7
ef_eefb123e,USA,0.7
ef_1892d90a,USA,0.7
ef_73dddcc8,USA,0.7
ef_17326b79,USA,0.7
ef_fa9bc3e9,USA,0.7
ef_b26cb258,USA,0.7
ef_da0c15d8,USA,0.7
ef_26f64d66,USA,0.7
ef_115a6774,USA,0.7
ef_584e2e5c,USA,0.7
ef_2441466d,USA,0.7
ef_a7ceb2c5,USA,0.7
ef_73fc8136,USA,0.7
ef_618dc50a,USA,0.7
ef_8eac133e,USA,0.7
ef_763bb14a,USA,0.7
ef_963aa6bc,USA,0.7
ef_990448a6,USA,0.7
ef_3d27d1e9,USA,0.7
ef_618f4bc3,USA,0.7
ef_91633a26,USA,0.7
ef_57b19a9b,USA,0.7
ef_9b3a9e21,USA,0.7
ef_dc1e7dcf,USA,0.7
ef_00a59605,USA,0.7
ef_468598da,USA,0.7
ef_782e33b0,USA,0.7
ef_1f20cc1d,USA,0.7
ef_a94727a9,USA,0.7
ef_6b919134,USA,0.7
ef_87ab188c,USA,0.7
ef_523f54a2,USA,0.7
ef_7ac762e8,USA,0.7
ef_23832fbc,USA,0.7
ef_f75a455c,USA,0.7
ef_01c616a0,USA,0.7
ef_e6588623,USA,0.7
ef_622abdc5,USA,0.7
ef_00d09c97,USA,0.7
ef_5a610d9c,USA,0.7
ef_938da4ac,USA,0.7
ef_96c24910,USA,0.7
ef_ba53d7d4,USA,0.7
ef_8cc0d738,USA,0.7
ef_786009d1,USA,0.7
ef_4bbb2104,USA,0.7
ef_06f4bc1b,USA,0.7
ef_1a5ca8d2,USA,0.7
ef_897a91e3,USA,0.7
ef_4393c049,USA,0.7
ef_ee34d75d,USA,0.7
ef_9acd8993,USA,0.7
ef_d37f939f,USA,0.7
ef_2ce26caf,USA,0.7
ef_9a29ddd7,USA,0.7
ef_b99eed0d,USA,0.7
ef_a4257770,USA,0.7
ef_3aff8a48,USA,0.7
ef_ce0c6a26,USA,0.7
ef_a31a4a17,USA,0.7
ef_e752bd46,USA,0.7
ef_cc1a6f33,USA,0.7
ef_292d9e0a,USA,0.7
ef_c76833c2,USA,0.7
ef_fd0a1cd9,USA,0.7
ef_1a409855,USA,0.7
ef_fb7e9e84,USA,0.7
ef_ca5f21d4,USA,0.7
ef_60abf2a2,USA,0.7
ef_85ba69e3,USA,0.7
ef_399e7f22,USA,0.7
ef_95a1a3b5,USA,0.7
ef_3d823716,USA,0.7
ef_553e44a0,USA,0.7
ef_3775e45d,USA,0.7
ef_46bd3664,USA,0.7
ef_08e88b71,USA,0.7
ef_3430a072,USA,0.7
ef_5073772f,USA,0.7
ef_652b6c2c,USA,0.7
ef_6fe0cdd5,USA,0.7
ef_0de011a2,USA,0.7
ef_16930ca5,USA,0.7
ef_29649f24,USA,0.7
ef_54b4fe48,USA,0.7
ef_970ce4c2,USA,0.7
ef_e1326653,USA,0.7
ef_f91d6e61,USA,0.7
ef_0cb60775,USA,0.7
ef_8fde135d,USA,0.7
ef_d5b16ffb,USA,0.7
ef_cc9398ea,USA,0.7
ef_46c13fa3,USA,0.7
ef_adfbf175,USA,0.7
ef_89acf870,USA,0.7
ef_27818fd7,USA,0.7
ef_d31258d2,USA,0.7
ef_baaf4580,USA,0.7
ef_4f26bb6c,USA,0.7
ef_4bf5666c,USA,0.7
ef_cdf42607,USA,0.7
ef_5948a607,USA,0.7
ef_a44930bc,USA,0.7
ef_5c06b092,USA,0.7
ef_0af626a0,USA,0.7
ef_f79f9a01,USA,0.7
ef_a63b01ac,USA,0.7
ef_6450ce0f,USA,0.7
ef_d3dc05da,USA,0.7
ef_909ca7e8,USA,0.7
ef_627d4046,USA,0.7
ef_1f7027c6,USA,0.7
ef_c3dcfc71,USA,0.7
ef_c5d86ea9,USA,0.7
ef_1c15cdb6,USA,0.7
ef_0c2168c7,USA,0.7
ef_8ba2055f,USA,0.7
ef_9081401c,USA,0.7
ef_3e2bd657,USA,0.7
ef_86c02fd5,USA,0.7
ef_e21976e0,USA,0.7
ef_e2f45218,USA,0.7
ef_7dd0ea4a,USA,0.7
ef_adcbcc05,USA,0.7
ef_d58afb05,USA,0.7
ef_13e32d51,USA,0.7
ef_847a7447,USA,0.7
ef_601ea51a,USA,0.7
ef_2a152467,USA,0.7
ef_ea375d62,USA,0.7
ef_b1681366,USA,0.7
ef_2f6d7f8f,USA,0.7
ef_e930567e,USA,0.7
ef_9061810c,USA,0.7
ef_c6b507d5,USA,0.7
ef_c263c747,USA,0.7
ef_9779270b,USA,0.7
ef_409c356c,USA,0.7
ef_725aa5c9,USA,0.7
ef_aecc7662,USA,0.7
ef_8c315977,USA,0.7
ef_ae84ce9c,USA,0.7
ef_63948a0e,USA,0.7
ef_b1ad34d7,USA,0.7
ef_dee9dbfa,USA,0.7
ef_31a0db11,USA,0.7
ef_52c23229,USA,0.7
ef_0204a096,USA,0.7
ef_e048faee,USA,0.7
ef_35fd1d25,USA,0.7
ef_19d98f3e,USA,0.7
ef_95de8532,USA,0.7
ef_2481bbe3,USA,0.7
ef_f1465550,USA,0.7
ef_640cf893,USA,0.7
ef_e5ea5085,USA,0.7
ef_4651742a,USA,0.7
ef_9b15944f,USA,0.7
ef_50ff4680,USA,0.7
ef_46002af8,USA,0.7
ef_1b65a615,USA,0.7
ef_dda05785,USA,0.7
ef_1f8c5673,USA,0.7
ef_886aeaec,USA,0.7
ef_111ce572,USA,0.7
ef_e0884028,USA,0.7
ef_30894e9c,USA,0.7
ef_8343d9a3,USA,0.7
ef_d1b2f5eb,USA,0.7
ef_ca8c030a,USA,0.7
ef_c692bc50,USA,0.7
ef_3601fbc0,USA,0.7
ef_a218cf9e,USA,0.7
ef_77836e64,USA,0.7
ef_bfa07506,USA,0.7
ef_28a463aa,USA,0.7
ef_c7d92087,USA,0.7
ef_91877439,USA,0.7
ef_45836a96,USA,0.7
ef_c89959f9,USA,0.7
ef_b28475cb,USA,0.7
ef_f34da401,USA,0.7
ef_bf089fc2,USA,0.7
ef_c178ac5b,USA,0.7
ef_af27a8d4,USA,0.7
ef_0e2356e9,USA,0.7
ef_bb40b7f8,USA,0.7
ef_36c99359,USA,0.7
ef_e482c481,USA,0.7
ef_0fc9b2b3,USA,0.7
ef_bfb88d0d,USA,0.7
ef_d4f24d79,USA,0.7
ef_c5f28e66,USA,0.7
ef_e7b94e3b,USA,0.7
ef_aca2e0b8,USA,0.7
ef_0a60df00,USA,0.7
ef_ddcd8007,USA,0.7
ef_3a8de547,USA,0.7
ef_ed42d5d4,USA,0.7
ef_ff02cc8d,USA,0.7
ef_c6d38354,USA,0.7
ef_e8fc6558,USA,0.7
ef_4b9eaba0,USA,0.7
ef_3d995749,USA,0.7
ef_9120966c,USA,0.7
ef_137e4162,USA,0.7
ef_fef2773f,USA,0.7
ef_27d45725,USA,0.7
ef_89c4be52,USA,0.7
ef_f061d723,USA,0.7
ef_71075a3e,USA,0.7
ef_af53c032,USA,0.7
ef_91c8f737,USA,0.7
ef_93d7f0eb,USA,0.7
ef_e91335aa,USA,0.7
ef_5761f821,USA,0.7
ef_02493ea5,USA,0.7
ef_844108ca,USA,0.7
ef_4ccae6eb,USA,0.7
ef_2e320060,USA,0.7
ef_edb4ae70,USA,0.7
ef_b4dad0dd,USA,0.7
ef_e90ac41f,USA,0.7
ef_9e323b81,USA,0.7
ef_3699eb5b,USA,0.7
ef_03cd0531,USA,0.7
ef_3cc04698,USA,0.7
ef_9ae90b56,USA,0.7
ef_82156723,USA,0.7
ef_a8b5715c,USA,0.7
ef_dde4087e,USA,0.7
ef_63109e62,USA,0.7
ef_be7160f0,USA,0.7
ef_a7fab357,USA,0.7
ef_0fc5fff1,USA,0.7
ef_146e15c7,USA,0.7
ef_1092a913,USA,0.7
ef_4a32c809,USA,0.7
ef_9cd89c8a,USA,0.7
ef_3b29fd82,USA,0.7
ef_1ca1dace,USA,0.7
ef_13478913,USA,0.7
ef_51bb00a5,USA,0.7
ef_70bd2330,USA,0.7
ef_4e9a9087,USA,0.7
ef_f442087d,USA,0.7
ef_d3fea157,USA,0.7
ef_fe1296ee,USA,0.7
ef_0ab627a8,USA,0.7
ef_fd171e79,USA,0.7
ef_7f523615,USA,0.7
ef_db3d0778,USA,0.7
ef_6d5e09cb,USA,0.7
ef_e73e25da,USA,0.7
ef_d11322a4,USA,0.7
ef_f676c5d0,USA,0.7
ef_d4b427ac,USA,0.7
ef_a47d1d0a,USA,0.7
ef_eab371f0,USA,0.7
ef_521fde25,USA,0.7
ef_40a76b13,USA,0.7
ef_e622404a,USA,0.7
ef_a55b75cc,USA,0.7
ef_a1ae0340,USA,0.7
ef_d67a0577,USA,0.7
ef_a1250189,USA,0.7
ef_15baea17,USA,0.7
ef_f8e2fd04,USA,0.7
ef_d66cbcdd,USA,0.7
ef_28732b25,USA,0.7
ef_a79fdfda,USA,0.7
ef_83aaf723,USA,0.7
ef_34572482,USA,0.7
ef_f228bb5d,USA,0.7
ef_503be407,USA,0.7
ef_ee12f0fa,USA,0.7
ef_35b21a37,USA,0.7
ef_f23f81de,USA,0.7
ef_19d9fbb2,USA,0.7
ef_3d110a26,USA,0.7
ef_298d2f49,USA,0.7
ef_b4608ffe,USA,0.7
ef_5d507329,USA,0.7
ef_c613d65b,USA,0.7
ef_9b806ac9,USA,0.7
ef_8e795a53,USA,0.7
ef_019f8ce2,USA,0.7
ef_8511d4c5,USA,0.7
ef_741b7107,USA,0.7
ef_e426c005,USA,0.7
ef_c87c33b5,USA,0.7
ef_8ee0fd8c,USA,0.7
ef_3df75034,USA,0.7
ef_31ebba37,USA,0.7
ef_565764ae,USA,0.7
ef_a9377e5c,USA,0.7
ef_e42a1b18,USA,0.7
ef_fd4c8c2e,USA,0.7
ef_7daaefbb,USA,0.7
ef_98137223,USA,0.7
ef_cef05668,USA,0.7
ef_afe4d1e7,USA,0.7
ef_a87f1e69,USA,0.7
ef_2a0db709,USA,0.7
ef_aca0f0e1,USA,0.7
ef_658a326f,USA,0.7
ef_a71ae920,USA,0.7
ef_57d9015d,USA,0.7
ef_f5ac8f3e,USA,0.7
ef_754bf569,USA,0.7
ef_47b4772f,USA,0.7
ef_71f55d69,USA,0.7
ef_22f5ec93,USA,0.7
ef_4f94c5fd,USA,0.7
ef_fc87165c,USA,0.7
ef_5f1188d4,USA,0.7
ef_28659c03,USA,0.7
ef_d80d254d,USA,0.7
ef_4b5d3b6b,USA,0.7
ef_5da31650,USA,0.7
ef_b35f792d,USA,0.7
ef_b9c18c2d,USA,0.7
ef_938c93a9,USA,0.7
ef_ee35371f,USA,0.7
ef_1fc934d3,USA,0.7
ef_538b03a2,USA,0.7
ef_e7c63725,USA,0.7
ef_375e6be0,USA,0.7
ef_7fc201c4,USA,0.7
ef_6376844d,USA,0.7
ef_82d525b5,USA,0.7
ef_e7138bf0,USA,0.7
ef_260baa84,USA,0.7
ef_8e4a229e,USA,0.7
ef_2b25f69b,USA,0.7
ef_7153b63b,USA,0.7
ef_8ad54ced,USA,0.7
ef_b53df11e,USA,0.7
ef_bece5f0b,USA,0.7
ef_70932d21,USA,0.7
ef_57869131,USA,0.7
ef_6262230d,USA,0.7
ef_3922da66,USA,0.7
ef_2f179456,USA,0.7
ef_53aa08c9,USA,0.7
ef_7323c055,USA,0.7
ef_bd3593e4,USA,0.7
ef_fb57a71f,USA,0.7
ef_f57e17cf,USA,0.7
ef_65cbe511,USA,0.7
ef_2242bbe8,USA,0.7
ef_5f6e0e32,USA,0.7
ef_a6ffe5cb,USA,0.7
ef_6c57765c,USA,0.7
ef_1215cd61,USA,0.7
ef_e63ca695,USA,0.7
ef_56c67990,USA,0.7
ef_6e7a52dc,USA,0.7
ef_4fec039c,USA,0.7
ef_1bc41a8b,USA,0.7
ef_e9760e08,USA,0.7
ef_f2b770a9,USA,0.7
ef_3b3ae827,USA,0.7
ef_b3054b59,USA,0.7
ef_13434c0c,USA,0.7
ef_c8f5c6ca,USA,0.7
ef_cd71af36,USA,0.7
ef_3dd3e52e,USA,0.7
ef_0ed837bb,USA,0.7
ef_7c946a80,USA,0.7
ef_5b133a3a,USA,0.7
ef_a4a390de,USA,0.7
ef_832cba53,USA,0.7
ef_85c51c79,USA,0.7
ef_d4a61e4c,USA,0.7
ef_2ba6f886,USA,0.7
ef_55c3e6a0,USA,0.7
ef_fe90af72,USA,0.7
ef_670ab89d,USA,0.7
ef_8508283c,USA,0.7
ef_e34d842e,USA,0.7
ef_d76b4f5f,USA,0.7
ef_b89c932c,USA,0.7
ef_c2e11e24,USA,0.7
ef_fbb47cd5,USA,0.7
ef_0ff9a2ca,USA,0.7
ef_51c390c6,USA,0.7
ef_24d075f3,USA,0.7
ef_6c00b9e1,USA,0.7
ef_336a6d03,USA,0.7
ef_07f56878,USA,0.7
ef_53f0debe,USA,0.7
ef_a332a76e,USA,0.7
ef_62859bed,USA,0.7
ef_f4644d16,USA,0.7
ef_5783cfd2,USA,0.7
ef_8bc12d58,USA,0.7
ef_3b2ec2cd,USA,0.7
ef_bf64782d,USA,0.7
ef_d12c8fe5,USA,0.7
ef_fc6718e9,USA,0.7
ef_25aeacbc,USA,0.7
ef_1f632107,USA,0.7
ef_fcd730bc,USA,0.7
ef_120829f2,USA,0.7
ef_a6915ef9,USA,0.7
ef_21795a04,USA,0.7
ef_9c4d95df,USA,0.7
ef_bf5e6d36,USA,0.7
ef_59fdd745,USA,0.7
ef_838ec28c,USA,0.7
ef_2d076393,USA,0.7
ef_94ccd0fe,USA,0.7
ef_d7fe1754,USA,0.7
ef_3aa17f09,USA,0.7
ef_205baaf0,USA,0.7
ef_9e5a69ba,USA,0.7
ef_8d447324,USA,0.7
ef_bab4e1b2,USA,0.7
ef_aff2613d,USA,0.7
ef_a6e60fef,USA,0.7
ef_306e3e0f,USA,0.7
ef_1c518ff4,USA,0.7
ef_729eb30c,USA,0.7
ef_fe441157,USA,0.7
ef_eb3989ad,USA,0.7
ef_cf0f31ef,USA,0.7
ef_b0b40738,USA,0.7
ef_7df432b8,USA,0.7
ef_4eeed11a,USA,0.7
ef_8fd221f4,USA,0.7
ef_5cbbcbcd,USA,0.7
ef_9d02e253,USA,0.7
ef_b8fc7daf,USA,0.7
ef_70b84678,USA,0.7
ef_2a5f0f9d,USA,0.7
ef_e2c2211e,USA,0.7
ef_c978e0ad,USA,0.7
ef_12c5a1cc,USA,0.7
ef_d7235c05,USA,0.7
ef_75884eae,USA,0.7
ef_f3e1255d,USA,0.7
ef_224dd678,USA,0.7
ef_8821d7f7,USA,0.7
ef_38b49d46,USA,0.7
ef_ac8f1c4a,USA,0.7
ef_1f2badc2,USA,0.7
ef_8370b547,USA,0.7
ef_a3ef522c,USA,0.7
ef_d7f6e3b9,USA,0.7
ef_21dbc998,USA,0.7
ef_a6392275,USA,0.7
ef_49844297,USA,0.7
ef_f897ceb5,USA,0.7
