region,sector,gas_type,time_period,multiplier,confidence,description,reference,year
Mexico,Energy,CH4,2000-2010,1.31,0.87,Energy CH4 multiplier for Mexico in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Mexico,Energy,N2O,2000-2010,0.87,0.63,Energy N2O multiplier for Mexico in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Mexico,Energy,F-gases,2000-2010,0.91,0.76,Energy F-gases multiplier for Mexico in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Mexico,Energy,CO2,2010-2019,0.9,0.86,Energy CO2 multiplier for Mexico in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Mexico,Energy,CH4,2010-2019,0.98,0.76,Energy CH4 multiplier for Mexico in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Mexico,Energy,N2O,2010-2019,0.8,0.77,Energy N2O multiplier for Mexico in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Mexico,Energy,F-gases,2010-2019,0.61,0.79,Energy F-gases multiplier for Mexico in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Mexico,Energy,CO2,2019-present,0.73,0.87,Energy CO2 multiplier for Mexico in 2019-present,IPCC AR6 WG3 (Simulated),2022
Mexico,Energy,CH4,2019-present,0.92,0.81,Energy CH4 multiplier for Mexico in 2019-present,IPCC AR6 WG3 (Simulated),2022
Mexico,Energy,N2O,2019-present,0.63,0.76,Energy N2O multiplier for Mexico in 2019-present,IPCC AR6 WG3 (Simulated),2022
Mexico,Energy,F-gases,2019-present,0.53,0.8,Energy F-gases multiplier for Mexico in 2019-present,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,CO2,1990-2000,0.77,0.9,Energy CO2 multiplier for Brazil in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,CH4,1990-2000,1.03,0.66,Energy CH4 multiplier for Brazil in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,N2O,1990-2000,0.73,0.64,Energy N2O multiplier for Brazil in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,F-gases,1990-2000,0.71,0.65,Energy F-gases multiplier for Brazil in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,CO2,2000-2010,0.85,0.8,Energy CO2 multiplier for Brazil in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,CH4,2000-2010,1.13,0.69,Energy CH4 multiplier for Brazil in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,N2O,2000-2010,0.86,0.62,Energy N2O multiplier for Brazil in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,F-gases,2000-2010,0.78,0.89,Energy F-gases multiplier for Brazil in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,CO2,2010-2019,0.81,0.69,Energy CO2 multiplier for Brazil in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,CH4,2010-2019,0.91,0.8,Energy CH4 multiplier for Brazil in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,N2O,2010-2019,0.61,0.86,Energy N2O multiplier for Brazil in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,F-gases,2010-2019,0.66,0.72,Energy F-gases multiplier for Brazil in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,CO2,2019-present,0.66,0.78,Energy CO2 multiplier for Brazil in 2019-present,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,CH4,2019-present,0.74,0.87,Energy CH4 multiplier for Brazil in 2019-present,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,N2O,2019-present,0.66,0.71,Energy N2O multiplier for Brazil in 2019-present,IPCC AR6 WG3 (Simulated),2022
Brazil,Energy,F-gases,2019-present,0.47,0.72,Energy F-gases multiplier for Brazil in 2019-present,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,CO2,1990-2000,0.69,0.61,Energy CO2 multiplier for European Union in 1990-2000,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,CH4,1990-2000,0.83,0.76,Energy CH4 multiplier for European Union in 1990-2000,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,N2O,1990-2000,0.56,0.68,Energy N2O multiplier for European Union in 1990-2000,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,F-gases,1990-2000,0.58,0.69,Energy F-gases multiplier for European Union in 1990-2000,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,CO2,2000-2010,0.79,0.69,Energy CO2 multiplier for European Union in 2000-2010,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,CH4,2000-2010,0.86,0.65,Energy CH4 multiplier for European Union in 2000-2010,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,N2O,2000-2010,0.67,0.73,Energy N2O multiplier for European Union in 2000-2010,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,F-gases,2000-2010,0.58,0.77,Energy F-gases multiplier for European Union in 2000-2010,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,CO2,2010-2019,0.59,0.79,Energy CO2 multiplier for European Union in 2010-2019,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,CH4,2010-2019,0.68,0.77,Energy CH4 multiplier for European Union in 2010-2019,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,N2O,2010-2019,0.52,0.7,Energy N2O multiplier for European Union in 2010-2019,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,F-gases,2010-2019,0.43,0.85,Energy F-gases multiplier for European Union in 2010-2019,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,CO2,2019-present,0.61,0.78,Energy CO2 multiplier for European Union in 2019-present,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,CH4,2019-present,0.7,0.71,Energy CH4 multiplier for European Union in 2019-present,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,N2O,2019-present,0.54,0.87,Energy N2O multiplier for European Union in 2019-present,IPCC AR6 WG3 (Simulated),2022
European Union,Energy,F-gases,2019-present,0.44,0.69,Energy F-gases multiplier for European Union in 2019-present,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,CO2,1990-2000,0.66,0.76,Energy CO2 multiplier for United Kingdom in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,CH4,1990-2000,0.78,0.79,Energy CH4 multiplier for United Kingdom in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,N2O,1990-2000,0.68,0.69,Energy N2O multiplier for United Kingdom in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,F-gases,1990-2000,0.57,0.89,Energy F-gases multiplier for United Kingdom in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,CO2,2000-2010,0.77,0.68,Energy CO2 multiplier for United Kingdom in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,CH4,2000-2010,0.96,0.68,Energy CH4 multiplier for United Kingdom in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,N2O,2000-2010,0.66,0.64,Energy N2O multiplier for United Kingdom in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,F-gases,2000-2010,0.6,0.73,Energy F-gases multiplier for United Kingdom in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,CO2,2010-2019,0.57,0.66,Energy CO2 multiplier for United Kingdom in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,CH4,2010-2019,0.64,0.61,Energy CH4 multiplier for United Kingdom in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,N2O,2010-2019,0.49,0.83,Energy N2O multiplier for United Kingdom in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,F-gases,2010-2019,0.43,0.69,Energy F-gases multiplier for United Kingdom in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,CO2,2019-present,0.6,0.8,Energy CO2 multiplier for United Kingdom in 2019-present,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,CH4,2019-present,0.63,0.61,Energy CH4 multiplier for United Kingdom in 2019-present,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,N2O,2019-present,0.44,0.63,Energy N2O multiplier for United Kingdom in 2019-present,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Energy,F-gases,2019-present,0.44,0.75,Energy F-gases multiplier for United Kingdom in 2019-present,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,CO2,1990-2000,0.97,0.85,Energy CO2 multiplier for Russia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,CH4,1990-2000,1.05,0.69,Energy CH4 multiplier for Russia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,N2O,1990-2000,0.83,0.85,Energy N2O multiplier for Russia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,F-gases,1990-2000,0.67,0.64,Energy F-gases multiplier for Russia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,CO2,2000-2010,1.14,0.66,Energy CO2 multiplier for Russia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,CH4,2000-2010,1.31,0.79,Energy CH4 multiplier for Russia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,N2O,2000-2010,0.9,0.81,Energy N2O multiplier for Russia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,F-gases,2000-2010,0.96,0.83,Energy F-gases multiplier for Russia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,CO2,2010-2019,0.84,0.72,Energy CO2 multiplier for Russia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,CH4,2010-2019,0.91,0.69,Energy CH4 multiplier for Russia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,N2O,2010-2019,0.67,0.7,Energy N2O multiplier for Russia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,F-gases,2010-2019,0.72,0.74,Energy F-gases multiplier for Russia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,CO2,2019-present,0.86,0.84,Energy CO2 multiplier for Russia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,CH4,2019-present,0.96,0.88,Energy CH4 multiplier for Russia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,N2O,2019-present,0.66,0.68,Energy N2O multiplier for Russia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Russia,Energy,F-gases,2019-present,0.67,0.83,Energy F-gases multiplier for Russia in 2019-present,IPCC AR6 WG3 (Simulated),2022
China,Energy,CO2,1990-2000,1.06,0.71,Energy CO2 multiplier for China in 1990-2000,IPCC AR6 WG3 (Simulated),2022
China,Energy,CH4,1990-2000,1.37,0.73,Energy CH4 multiplier for China in 1990-2000,IPCC AR6 WG3 (Simulated),2022
China,Energy,N2O,1990-2000,1.09,0.84,Energy N2O multiplier for China in 1990-2000,IPCC AR6 WG3 (Simulated),2022
China,Energy,F-gases,1990-2000,0.83,0.78,Energy F-gases multiplier for China in 1990-2000,IPCC AR6 WG3 (Simulated),2022
China,Energy,CO2,2000-2010,1.32,0.71,Energy CO2 multiplier for China in 2000-2010,IPCC AR6 WG3 (Simulated),2022
China,Energy,CH4,2000-2010,1.49,0.86,Energy CH4 multiplier for China in 2000-2010,IPCC AR6 WG3 (Simulated),2022
China,Energy,N2O,2000-2010,1.21,0.8,Energy N2O multiplier for China in 2000-2010,IPCC AR6 WG3 (Simulated),2022
China,Energy,F-gases,2000-2010,1.02,0.87,Energy F-gases multiplier for China in 2000-2010,IPCC AR6 WG3 (Simulated),2022
China,Energy,CO2,2010-2019,0.96,0.87,Energy CO2 multiplier for China in 2010-2019,IPCC AR6 WG3 (Simulated),2022
China,Energy,CH4,2010-2019,1.17,0.78,Energy CH4 multiplier for China in 2010-2019,IPCC AR6 WG3 (Simulated),2022
China,Energy,N2O,2010-2019,0.97,0.69,Energy N2O multiplier for China in 2010-2019,IPCC AR6 WG3 (Simulated),2022
China,Energy,F-gases,2010-2019,0.89,0.67,Energy F-gases multiplier for China in 2010-2019,IPCC AR6 WG3 (Simulated),2022
China,Energy,CO2,2019-present,0.81,0.88,Energy CO2 multiplier for China in 2019-present,IPCC AR6 WG3 (Simulated),2022
China,Energy,CH4,2019-present,0.97,0.87,Energy CH4 multiplier for China in 2019-present,IPCC AR6 WG3 (Simulated),2022
China,Energy,N2O,2019-present,0.84,0.78,Energy N2O multiplier for China in 2019-present,IPCC AR6 WG3 (Simulated),2022
China,Energy,F-gases,2019-present,0.61,0.81,Energy F-gases multiplier for China in 2019-present,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,CO2,1990-2000,0.86,0.86,Energy CO2 multiplier for Japan in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,CH4,1990-2000,1.04,0.62,Energy CH4 multiplier for Japan in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,N2O,1990-2000,0.7,0.81,Energy N2O multiplier for Japan in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,F-gases,1990-2000,0.68,0.83,Energy F-gases multiplier for Japan in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,CO2,2000-2010,0.79,0.77,Energy CO2 multiplier for Japan in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,CH4,2000-2010,1.07,0.65,Energy CH4 multiplier for Japan in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,N2O,2000-2010,0.85,0.6,Energy N2O multiplier for Japan in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,F-gases,2000-2010,0.63,0.75,Energy F-gases multiplier for Japan in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,CO2,2010-2019,0.74,0.64,Energy CO2 multiplier for Japan in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,CH4,2010-2019,0.8,0.9,Energy CH4 multiplier for Japan in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,N2O,2010-2019,0.64,0.76,Energy N2O multiplier for Japan in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,F-gases,2010-2019,0.62,0.74,Energy F-gases multiplier for Japan in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,CO2,2019-present,0.59,0.83,Energy CO2 multiplier for Japan in 2019-present,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,CH4,2019-present,0.73,0.8,Energy CH4 multiplier for Japan in 2019-present,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,N2O,2019-present,0.59,0.65,Energy N2O multiplier for Japan in 2019-present,IPCC AR6 WG3 (Simulated),2022
Japan,Energy,F-gases,2019-present,0.48,0.87,Energy F-gases multiplier for Japan in 2019-present,IPCC AR6 WG3 (Simulated),2022
India,Energy,CO2,1990-2000,1.0,0.89,Energy CO2 multiplier for India in 1990-2000,IPCC AR6 WG3 (Simulated),2022
India,Energy,CH4,1990-2000,1.38,0.68,Energy CH4 multiplier for India in 1990-2000,IPCC AR6 WG3 (Simulated),2022
India,Energy,N2O,1990-2000,0.92,0.73,Energy N2O multiplier for India in 1990-2000,IPCC AR6 WG3 (Simulated),2022
India,Energy,F-gases,1990-2000,0.93,0.76,Energy F-gases multiplier for India in 1990-2000,IPCC AR6 WG3 (Simulated),2022
India,Energy,CO2,2000-2010,1.27,0.63,Energy CO2 multiplier for India in 2000-2010,IPCC AR6 WG3 (Simulated),2022
India,Energy,CH4,2000-2010,1.32,0.64,Energy CH4 multiplier for India in 2000-2010,IPCC AR6 WG3 (Simulated),2022
India,Energy,N2O,2000-2010,1.07,0.88,Energy N2O multiplier for India in 2000-2010,IPCC AR6 WG3 (Simulated),2022
India,Energy,F-gases,2000-2010,0.88,0.65,Energy F-gases multiplier for India in 2000-2010,IPCC AR6 WG3 (Simulated),2022
India,Energy,CO2,2010-2019,0.9,0.82,Energy CO2 multiplier for India in 2010-2019,IPCC AR6 WG3 (Simulated),2022
India,Energy,CH4,2010-2019,1.1,0.86,Energy CH4 multiplier for India in 2010-2019,IPCC AR6 WG3 (Simulated),2022
India,Energy,N2O,2010-2019,0.93,0.68,Energy N2O multiplier for India in 2010-2019,IPCC AR6 WG3 (Simulated),2022
India,Energy,F-gases,2010-2019,0.71,0.85,Energy F-gases multiplier for India in 2010-2019,IPCC AR6 WG3 (Simulated),2022
India,Energy,CO2,2019-present,0.8,0.89,Energy CO2 multiplier for India in 2019-present,IPCC AR6 WG3 (Simulated),2022
India,Energy,CH4,2019-present,1.13,0.6,Energy CH4 multiplier for India in 2019-present,IPCC AR6 WG3 (Simulated),2022
India,Energy,N2O,2019-present,0.81,0.71,Energy N2O multiplier for India in 2019-present,IPCC AR6 WG3 (Simulated),2022
India,Energy,F-gases,2019-present,0.67,0.85,Energy F-gases multiplier for India in 2019-present,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,CO2,1990-2000,0.9,0.88,Energy CO2 multiplier for Australia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,CH4,1990-2000,0.92,0.82,Energy CH4 multiplier for Australia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,N2O,1990-2000,0.73,0.66,Energy N2O multiplier for Australia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,F-gases,1990-2000,0.67,0.88,Energy F-gases multiplier for Australia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,CO2,2000-2010,0.95,0.88,Energy CO2 multiplier for Australia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,CH4,2000-2010,0.99,0.8,Energy CH4 multiplier for Australia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,N2O,2000-2010,0.77,0.79,Energy N2O multiplier for Australia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,F-gases,2000-2010,0.63,0.68,Energy F-gases multiplier for Australia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,CO2,2010-2019,0.74,0.72,Energy CO2 multiplier for Australia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,CH4,2010-2019,0.81,0.63,Energy CH4 multiplier for Australia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,N2O,2010-2019,0.63,0.78,Energy N2O multiplier for Australia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,F-gases,2010-2019,0.51,0.61,Energy F-gases multiplier for Australia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,CO2,2019-present,0.6,0.65,Energy CO2 multiplier for Australia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,CH4,2019-present,0.69,0.89,Energy CH4 multiplier for Australia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,N2O,2019-present,0.61,0.79,Energy N2O multiplier for Australia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Australia,Energy,F-gases,2019-present,0.51,0.77,Energy F-gases multiplier for Australia in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,CO2,1990-2000,0.62,0.69,Energy CO2 multiplier for South Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,CH4,1990-2000,0.74,0.7,Energy CH4 multiplier for South Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,N2O,1990-2000,0.63,0.79,Energy N2O multiplier for South Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,F-gases,1990-2000,0.52,0.75,Energy F-gases multiplier for South Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,CO2,2000-2010,0.78,0.83,Energy CO2 multiplier for South Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,CH4,2000-2010,0.89,0.79,Energy CH4 multiplier for South Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,N2O,2000-2010,0.62,0.68,Energy N2O multiplier for South Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,F-gases,2000-2010,0.61,0.79,Energy F-gases multiplier for South Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,CO2,2010-2019,0.58,0.63,Energy CO2 multiplier for South Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,CH4,2010-2019,0.71,0.64,Energy CH4 multiplier for South Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,N2O,2010-2019,0.49,0.79,Energy N2O multiplier for South Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,F-gases,2010-2019,0.4,0.68,Energy F-gases multiplier for South Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,CO2,2019-present,0.48,0.72,Energy CO2 multiplier for South Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,CH4,2019-present,0.56,0.8,Energy CH4 multiplier for South Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,N2O,2019-present,0.43,0.88,Energy N2O multiplier for South Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
South Africa,Energy,F-gases,2019-present,0.39,0.63,Energy F-gases multiplier for South Africa in 2019-present,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Energy,CO2,1990-2000,1.02,0.68,Energy CO2 multiplier for Middle East and North Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Energy,CH4,1990-2000,1.4,0.76,Energy CH4 multiplier for Middle East and North Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Energy,N2O,1990-2000,1.01,0.75,Energy N2O multiplier for Middle East and North Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Energy,F-gases,1990-2000,0.82,0.62,Energy F-gases multiplier for Middle East and North Africa in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Energy,CO2,2000-2010,1.27,0.79,Energy CO2 multiplier for Middle East and North Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Energy,CH4,2000-2010,1.36,0.75,Energy CH4 multiplier for Middle East and North Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Energy,N2O,2000-2010,1.05,0.67,Energy N2O multiplier for Middle East and North Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Energy,F-gases,2000-2010,0.85,0.8,Energy F-gases multiplier for Middle East and North Africa in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Energy,CO2,2010-2019,0.89,0.74,Energy CO2 multiplier for Middle East and North Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Middle East and North Africa,Energy,CH4,2010-2019,1.1,0.66,Energy CH4 multiplier for Middle East and North Africa in 2010-2019,IPCC AR6 WG3 (Simulated),2022
